TITLE,AUTHOR,URL
Hampi to Khajuraho? Tourist Hotspots To Get Air Connectivity under UDAN Scheme!,Rayomand Engineer,https://www.thebetterindia.com/144364/udan-scheme-air-connectivity-increase-news/
"Gurugram Engineer Switches to Pearl Farming, Now Earns ₹4 Lakh Per Year!",Lekshmi Priya S,https://www.thebetterindia.com/144350/news-gurugram-engineer-vinod-yadav-pearl-farming-rs-4-lakh-per-year-jamalpur-haryana/
Kerala’s Women Entrepreneurs to Now Get a Mall Exclusively for Them; Here’s How,Rayomand Engineer,https://www.thebetterindia.com/144360/kudumbasree-kerala-mall-women-news/
"In Big Relief, Home Buyers To Have Share in Asset Sale of Bankrupt Realty Firms!",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/144357/home-buyers-relief-president-kovind-bankrupt-real-estate/
"Exclusive: Inside India’s Only Magazine Of, For and By Slum Dwellers",Lekshmi Priya S,https://www.thebetterindia.com/144330/news-exclusive-slum-jagatthu-indias-only-magazine-of-for-and-by-slum-dwellers/
"This Uber Cool Kiosk at Juhu Beach Can Recycle over 8,64,000 Plastic Bottles a Year!",Jovita Aranha,https://www.thebetterindia.com/144345/news-juhu-plastic-bottles/
"ASI Finds Copper-Bronze Age Chariots, Tombs in UP Village, Calls It ‘Path-Breaking’!",Ahmed Sherrif,https://www.thebetterindia.com/144331/asi-finds-copper-bronze-age-chariots-tombs-up-village/
"Dear India, Here’s Why The More You Play, The Better You Work!",Jovita Aranha,https://www.thebetterindia.com/144302/puma-india-play/
"Undaunted by Heavy Rains, Mumbai Cop Controls Traffic Without Raincoat, Umbrella",Tanvi Patel,https://www.thebetterindia.com/144299/news-rains-mumbai-cop-traffic/
Kerala Doctor Supervises Last Rites of 12 Nipah Victims After Relatives Refuse,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/144298/nipah-kerala-doctor-kozhikode-gopakumar/
Odisha OAS Officer Helps Underprivileged Woman Get Her Land Back!,Rayomand Engineer,https://www.thebetterindia.com/144305/rumana-jafri-oas-officer-odisha-news/
"Found Bleeding on Railway Tracks, This Mumbai Dog Proves Miracles Can Happen!",Rayomand Engineer,https://www.thebetterindia.com/144296/anaya-mumbai-dog-rescue-news/
"Video: Caught on CCTV, Mommy Doggo Fights Off Leopard To Save Her Puppy!",Jovita Aranha,https://www.thebetterindia.com/144283/news-video-doggo-leopard-puppy/
"India Inc Goes Green, Pledges to Find Sustainable Solutions to Fight Plastic Pollution",Sanchari Pal,https://www.thebetterindia.com/144234/india-inc-goes-green-pledges-to-fight-plastic-pollution-on-world-environment-day/
"Pune Doctor Visits Beggars for Free Check-Ups, Helps Them Live with Dignity!",Tanvi Patel,https://www.thebetterindia.com/144265/news-pune-doctor-beggars-check-ups/
India Pledges to Beat Plastic Pollution by 2022: 5 Steps That Are Fast Tracking It Already!,Lekshmi Priya S,https://www.thebetterindia.com/144223/news-india-pledge-beat-plastic-pollution-2020-5-steps-fast-tracking-process/
"Muslim Man Gives Kin-Less Friend Dignified Funeral, Performs Hindu Last Rites!",Jovita Aranha,https://www.thebetterindia.com/144260/news-muslim-hindu-rites/
"Young IPS Officer Turns Mentor, Offers Free Exam Coaching to Jammu Students!",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/144229/upsc-ips-officer-free-coaching-jammu/
NIT Trichy Students’ Unveil Low-Cost Device That Helps Detect Lung Cancer Early!,Ahmed Sherrif,https://www.thebetterindia.com/144226/nit-trichy-students-low-cost-device-helps-detect-lung-cancer-early/
Got Old Gadgets You Don’t Use? The Rajasthan Govt. Will Now Buy Your e-Waste!,Rayomand Engineer,https://www.thebetterindia.com/144221/rajasthan-govt-e-waste-plastic-news/
"Attention, Train Travellers! Like Airlines, Railways to Fine You for Extra Luggage",Rayomand Engineer,https://www.thebetterindia.com/144216/indian-railways-excess-luggage-penalty-news/
"Bengaluru Lady Constable Goes Beyond Duty, Breastfeeds Abandoned Newborn!",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/144203/bengaluru-police-kumaraswamy-newborn-lady-constable-breastfeed/
"Mumbai to Get Japan-Like Skywalks That’ll Connect Metro Stations to Malls, Offices!",Jovita Aranha,https://www.thebetterindia.com/144196/mumbai-japan-metro-skywalk/
Plog for Change: Delhi Kids Set Example for All on World Environment Day!,Lekshmi Priya S,https://www.thebetterindia.com/144170/news-plogging-party-delhi-school-kids-jacob-cherian-magic-bus-hero-motors-world-environment-day/
This Student Saved a Trekker’s Life on Ladakh’s Stok Kangri; Now Hopes To Find Him!,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/144164/ladakh-stok-kangri-bidhan-shrestha-mumbai/
"Spotted After 40 Years, Rare Fishing Cat Rescued By Jharkhand Forest Officials!",Tanvi Patel,https://www.thebetterindia.com/144166/fishing-cat-jharkhand-forest-officials-news/
Amazon to Starbucks: 3 Women’s Simple Ideas That Could Save the Environment!,Jovita Aranha,https://www.thebetterindia.com/144159/amazon-starbucks-environment/
"In a First, This Airport Will Have a National Highway Under Its Runway!",Rayomand Engineer,https://www.thebetterindia.com/144144/uttar-pradesh-varanasi-airport-highway-runway-news/
Century-Old Kerala Boathouse Unveiled as India’s First Ever Biodiversity Museum!,Lekshmi Priya S,https://www.thebetterindia.com/144152/news-kerala-biodiversity-museum-first-in-country-vallakadavu-boathouse-world-environment-day/
"NCERT to Reduce ‘Cramped’ Syllabus By Half, to Focus on Life Skills, Sports & Values!",Tanvi Patel,https://www.thebetterindia.com/144143/ncert-school-syllabus-sports-news/
"Responding to Sunil Chhetri’s Heartfelt Plea, Mumbai Man Buys Entire Stand for Match!",Rayomand Engineer,https://www.thebetterindia.com/144127/sunil-chhetri-video-viral-mumbai-nikunj-lotia-news/
"Bengaluru Folks Save 108 Trees From Being Axed, Transplant Them to Hospital Grounds!",Bishu Prusty,https://www.thebetterindia.com/144120/bengaluru-trees-transplants-hospital/
Where Time Stands Still: Into the Heart of the Oldest Rocks & Terrain in India,Ahmed Sherrif,https://www.thebetterindia.com/144089/the-oldest-rocks-terrain-in-india/
In Pics: 8 Awesome Electric Speedsters That Look Great & Don’t Harm the Planet!,Rayomand Engineer,https://www.thebetterindia.com/144069/performance-electric-vehicles-news-auto-expo-noida/
"Kerala Fisherfolk Collect 25 Tonnes of Ocean Plastic, Use It for Road Surfacing!",Lekshmi Priya S,https://www.thebetterindia.com/144055/news-kerala-fisherfolk-25-tonnes-plastic-suchitwa-sagaram-neendakara-harbour/
IISc Folks Develop State-Of-The-Art ‘LifeBox’ For Drone Transport of Organs!,Ahmed Sherrif,https://www.thebetterindia.com/144073/iisc-folks-develop-state-of-the-art-lifebox-for-drone-transport-of-organs/
"O Captain, My Captain: India’s Immense Love for Sunil Chhetri in 5 Heartfelt Tweets!",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/144031/sunil-chhetri-india-football-mumbai-support-twitter/
7 Fun & Engaging Ways to Raise Eco-Conscious and Earth-Friendly Kids,Vidya Raja,https://www.thebetterindia.com/143999/engaging-ways-to-raise-eco-conscious-and-earth-friendly-kids-world-environment-day/
"Goodbye Disposables, Hello Reusables; Kerala Govt Offices Boycott Polluting Plastic",Lekshmi Priya S,https://www.thebetterindia.com/143998/kerala-govt-offices-ban-disposables-implement-reusable-articles-world-environment-day-plastic/
India to Get Asia’s First 13 ‘Blue Flag’ Beaches: 8 Reasons Why Its Good News for You!,Rayomand Engineer,https://www.thebetterindia.com/143958/india-blue-flag-beaches-asia-first-news/
Face Cream That Tackles Anemia? 13 Indian Ideas That Could Win 10 Mn Canadian Dollars!,Guest Contributor,https://www.thebetterindia.com/143897/13-indian-ideas-that-could-win-10-million-canadian-dollars/
India’s Greatest Goal Scorer Touches 100: 5 Memorable Sunil Chhetri Moments!,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143943/sunil-chhetri-india-football-greatest-goal-scorer-100-appearances/
Mumbai Girl’s Story of Adopting Her Mother’s Name Is Going Viral. Here’s Why!,Jovita Aranha,https://www.thebetterindia.com/143925/mother-middle-name-mumbai/
NEET Result 2018: Delhi Girl Tops Medical Entrance Exam with Amazing 99.99%,Sanchari Pal,https://www.thebetterindia.com/143899/neet-result-topper-india-kalpana-kumari-delhi/
"Got a WL e-ticket? You Can Now Board Trains, Claim Berths in Case of ‘No Show’!",Rayomand Engineer,https://www.thebetterindia.com/143900/indian-railways-waitlist-e-ticket-news/
Hyderabad to Get India’s 1st Specialty Hospital to Tackle High-Risk Infections!,Lekshmi Priya S,https://www.thebetterindia.com/143893/hyderabad-to-get-indias-1st-specialty-hospital-to-tackle-high-risk-infections/
France Appoints Assam Girl As Ambassador to Inspire Scientists of Tomorrow!,Ahmed Sherrif,https://www.thebetterindia.com/143891/france-appoints-assam-girl-as-ambassador-to-inspire-scientists-of-tomorrow/
IISc: Pioneering Scientific Knowledge and Innovations in India Over 100 Years,Sharath Ahuja,https://www.thebetterindia.com/143862/iisc-pioneering-scientific-knowledge-innovations-in-india-over-100-years/
"After #DancingUncle, Kerala’s Elderly #DancingCouple Takes Internet by Storm!",Jovita Aranha,https://www.thebetterindia.com/143876/dancing-uncle-kerala-elderly-couple/
"No Electricity Connection, But This Uttarakhand Village Enjoys Wi-Fi! Here’s How!",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143873/uttarakhand-internet-no-electricity-ghes-village/
Centre Plans Bullet Train Corridor Along New Mumbai-Nagpur Expressway!,Rayomand Engineer,https://www.thebetterindia.com/143861/mumbai-nagpur-expressway-proposed-bullet-train/
End Train Delays or Forget Promotions: Centre Tells Senior Railway Officials,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143865/railway-delay-piyush-goyal-ministry-general-manager/
"With 35,000 ‘Air Purifying’ Plants, Delhi Airport Goes Natural to Combat Pollution!",Lekshmi Priya S,https://www.thebetterindia.com/143851/35000-air-purifying-plants-delhi-airport-goes-natural-to-combat-pollution/
Indian-Origin Scientist Invents Smart Socks To Treat Leg & Foot Pain!,Ahmed Sherrif,https://www.thebetterindia.com/143840/indian-origin-scientist-invents-smart-socks-to-treat-leg-foot-pain/
How a 10-Year-Old Elephant Found a Guardian Angel in Rajasthan’s Judiciary,Humane Society International (India),https://www.thebetterindia.com/143959/rajasthan-judiciary-rescued-10-yo-elephant-suman/
"For Chennai’s Leprosy-Afflicted Homeless, This Mobile Hospital Brings Hope Twice a Week",Jovita Aranha,https://www.thebetterindia.com/143833/chennia-leprosy-homeless/
Ragpickers to Entrepreneurs: How Women in This Maha Village Are Empowering Themselves!,Moin Qazi,https://www.thebetterindia.com/143141/maharashtra-village-women-forged-road-to-empowerment/
"We Fought to Bring Humour in Our Work, and You Should Too: IAS ‘Collector Bro’",Prasanth Nair,https://www.thebetterindia.com/143821/ias-prasanth-nair-collector-bro-kerala-work-culture-india/
How Child Sexual Abuse Affects Survivors Throughout Their Lives & Why Help is Important,Anna Chandy,https://www.thebetterindia.com/143801/childhood-sexual-abuse-anna-chandy-live-love-laugh-foundation/
‘Can’t Shut Eyes to Live-In’ : Kerala HC Upholds Unwed Couple’s Right to Stay Together!,Jovita Aranha,https://www.thebetterindia.com/143804/kerala-hc-livein-couple/
"Naiki Devi, the Gujarati Queen from Goa Who Defeated Muhammad Ghori",Sanchari Pal,https://www.thebetterindia.com/143628/naiki-devi-chalukya-queen-gujarat-goa-defeat-muhammad-ghori/
"Assam MLA Pays for Poor Man’s Funeral, Helps Carry The Body in Final Journey",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143797/assam-mla-rupjyoti-kurmi-funeral-carry-body/
The ‘Dancing Uncle’ Making the Nation Smile? Meet India’s New Viral Sensation!,Rayomand Engineer,https://www.thebetterindia.com/143780/dancing-uncle-viral-video-india/
"Now Get Organic Alphonso Mangoes, Local Cuisine Delivered At Your Train Berth!",Rayomand Engineer,https://www.thebetterindia.com/143770/alphonso-mangoes-food-delivery-irctc/
Gutsy Bengaluru Sisters Save Jeweller Father from 5 Armed Men in 37 Seconds!,Jovita Aranha,https://www.thebetterindia.com/143771/bengaluru-gutsy-sisters/
One-Third Reservation in Parliament: Here’s Why Indian Women Need This Bill,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143745/one-third-reservation-parliament-indian-women-bill/
Love Alia Bhatt’s Movies? How About Taking a Cue From Her Zero-Plastic Pledge!,Lekshmi Priya S,https://www.thebetterindia.com/143744/alia-bhatt-zero-plastic-pledge-bollywood-inspirational/
"In A First, MP Medical University Allows Students To Write Exams In ‘Hinglish’!",Ahmed Sherrif,https://www.thebetterindia.com/143734/madhya-pradesh-medical-university-allows-students-write-exams-in-hinglish/
Bhopal Students Make & Serve ‘Ramzan Sehri’ for Relatives of Hospital Patients!,Rayomand Engineer,https://www.thebetterindia.com/143736/ramzan-sehri-bhopal-students/
Chittoor Cops Spend Money From Own Pocket to Transform Rundown Govt. Hospital!,Jovita Aranha,https://www.thebetterindia.com/143730/chittoor-cops-hospital-govt/
Personhood for Animals? This Collective is Fighting to Make This a Reality!,Lekshmi Priya S,https://www.thebetterindia.com/143666/fiapo-personhood-for-animals-nonhuman-rights-stop-animal-cruelty-sentient-beings/
"India’s 1st Railway University Begins 2018 Admissions: Courses, Eligibility & More!",Rayomand Engineer,https://www.thebetterindia.com/143710/railway-university-vadodara-admissions-open/
"Madras HC Quashes Complaint Against Cartoonist, Upholds India’s Right to Laugh!",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143704/madras-hc-cartoonist-karna-freedom-right-free-expression/
"Report Traffic Violation, Get a Reward: Goa’s Smart Policing Initiative Awarded by FICCI!",Jovita Aranha,https://www.thebetterindia.com/143650/goa-police-traffic/
"Mumbai Apartment Recycles 8000 Kg of Waste, Grows its Own Organic Food!",Ahmed Sherrif,https://www.thebetterindia.com/143646/mumbai-apartment-recycles-8000-kg-waste-own-organic-food/
Delhi’s Date With Signature Bridge Set For October: 8 Fascinating Facts to Know!,Rayomand Engineer,https://www.thebetterindia.com/143681/delhi-signature-bridge-facts/
This Bank MD Made It to Barron’s ‘Top 30 Global CEOs’ for the 4th Straight Year!,Lekshmi Priya S,https://www.thebetterindia.com/143653/aditya-puri-hdfc-barrons-list-top-30-global-ceos-4th-time/
Mid-Air Rescue By Delhi Doctor Couple Saves Life of 78-Year-Old on Air India Flight!,Vidya Raja,https://www.thebetterindia.com/143652/gummybear-forced-uk-flight-to-land-in-budapest/
Beyond Duty: Shimla Judge Works All Night in Control Room to Ensure Water Supply,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143656/shimla-judge-sanjay-karol-control-room-water-supply/
"With 20 Degrees, IAS Officer Shrikant Jichkar Was The Most Educated Man of India!",Tanvi Patel,https://www.thebetterindia.com/143634/ias-officer-maharashtra-educated/
"Jaipur Boy Who Can’t Sit Writes Board Exams Standing, Scores 93.4%!",Jovita Aranha,https://www.thebetterindia.com/143642/jaipur-boy-cbse/
Nervous About The UPSC Prelims? Here Are 3 Tips From 2018 Topper Anudeep,Shruti Singhal,https://www.thebetterindia.com/143582/tips-for-upsc-prelims-2018-topper-anudeep-durishetty/
Monsoon Prep: 10 Must-Know Tips That Will Let You Drive Safe This Rainy Season!,Rayomand Engineer,https://www.thebetterindia.com/143615/monsoon-tips-car-bike-safety/
Ensure Male Child Victims of Sexual Abuse Get Compensation: Maneka Gandhi to UT/States,Vidya Raja,https://www.thebetterindia.com/143596/include-male-child-victims-of-sexual-abuse-in-victim-compensation-scheme-maneka-gandhi-to-states-ut/
"World No Tobacco Day: Banning Tobacco Isn’t The Answer, Here’s What Can Work",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143587/world-no-tobacco-day-cigarette-bidi/
CPCRI’s New Drone for Betel Nut Farmers Will Make Preventing Fruit Rot Easier!,Ahmed Sherrif,https://www.thebetterindia.com/143581/cpcris-drone-betel-nut-farmers-preventing-fruit-rot-easier/
"Once Imported, BMC to Make Its Own ‘Superior’ Pothole-Filling Mix at Lower Cost!",Tanvi Patel,https://www.thebetterindia.com/143573/mumbai-pothole-filling-mix/
"Transforming Negatives Into Positives, Autistic Boy From Gurugram Scores 83% in Boards!",Vidya Raja,https://www.thebetterindia.com/143553/autistic-student-gurugram-scores-83-percent-10th-board-exams/
"Facebook, NCW Join Hands to Train 60,000 Women On Safe Use of Internet!",Tanvi Patel,https://www.thebetterindia.com/143543/facebook-ncw-women-internet/
World No Tobacco Day: A Doctor Shares the 6 Steps That Could End Tobacco Use,Guest Contributor,https://www.thebetterindia.com/143515/tobacco-end-use-doctor-world-tobacco-day/
Shimla Water Crisis: Steps That Can Stop India’s Hill Stations From Running Out of Water,Sanchari Pal,https://www.thebetterindia.com/143348/shimla-water-crisis-conservation-solutions-hill-india/
"In a First, Govt Cracks down on 5 NRIs Who Abandoned Wives, Revokes Passports",Jovita Aranha,https://www.thebetterindia.com/143539/nris-passports-govt/
"Team India Wins Allan Border Cup for the Physically Challenged, Makes Nation Proud!",Rayomand Engineer,https://www.thebetterindia.com/143519/team-india-allan-border-disabled-cup-singapore/
"10-Day Farmer Strike from June 1, Veggie & Milk Supply May Take Hit: Things to Know",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143522/10-day-farmer-strike-vegetables-milk-supply/
Fuel Price Crisis: Kerala Becomes 1st State to Cut ₹1 per Litre for Petrol & Diesel!,Lekshmi Priya S,https://www.thebetterindia.com/143511/kerala-first-state-cut-%e2%82%b91-per-litre-petrol-diesel-prices-fuel-price-crisis/
A Bright Future: How Enterprising Rural Women Can Light Up India’s Smart Villages!,Guest Contributor,https://www.thebetterindia.com/143315/solar-energy-village-women-light-up-indias-smart-villages/
"Farmer’s Daughter Tops CBSE Exam in Punjab with 99.4%, Wants to Crack UPSC Next!",Vidya Raja,https://www.thebetterindia.com/143504/class-10-cbse-punjab-state-topper-daughter-of-farmer-upsc-aspirant/
Like to Hike? Your Love For the Mountains Can Clean Up the Environment!,Rayomand Engineer,https://www.thebetterindia.com/143470/green-trails-india-hikes-cleanup-mountains/
Will Tesla Come to India? Elon Musk Says This IITian Holds the Answer!,Ahmed Sherrif,https://www.thebetterindia.com/143465/tesla-india-elon-musk-iitian-holds-the-answer/
"KVIC Sets ‘Honey Mission’ World Record, Gives 1000 Bee-Boxes to Kaziranga Tribals!",Lekshmi Priya S,https://www.thebetterindia.com/143463/kvic-honey-mission-world-record-1000-bee-boxes-kaziranga-mishing-tribe/
3 Hyderabad Cops Risk Their Lives To Save Crossdresser From Fury of Massive Mob!,Tanvi Patel,https://www.thebetterindia.com/143452/hyderabad-cops-crossdresser-mob/
"Not Letting Surplus Food Go Waste, This Govt. Employee is Feeding Mysuru’s Poorest!",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143453/mysuru-akshaya-aahara-foundation-surplus-food-rajendra/
Here’s Why Northeast Voters Turn up in Greater Numbers Than Rest of India!,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143447/northeast-voter-turnout-greater-numbers-india/
10 Ways to Address Lack of Caste Diversity in Your Organisation,Benson Neethipudi,https://www.thebetterindia.com/138069/caste-diversity-organisation-workplace-rules/
"Harassed for Being Differently-Abled, Gurgaon Girl Tops CBSE 10th Boards With 97%!",Jovita Aranha,https://www.thebetterindia.com/143430/gurgaon-differently-abled-cbse-class-10/
Nagpur-Mumbai Super Communication Expressway Coming Soon : 10 Awesome Facts,Rayomand Engineer,https://www.thebetterindia.com/143421/mumbai-nagpur-expressway-10-facts/
Get Inspired: 7 Students Who Overcame Challenges to Ace Board Exams!,Tanvi Patel,https://www.thebetterindia.com/143414/students-challenges-board-exams/
Hate Pesky Spam Calls? TRAI Proposes Fines Up To Rs 76 Lakh on Operators!,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143410/spam-calls-trai-fine-76-lakh-operators/
"Meet ‘RADA’, the Robot Who Will Greet Fliers, Scan Boarding Passes at Delhi Airport!",Rayomand Engineer,https://www.thebetterindia.com/143409/rada-robot-delhi-airport-vistara/
"2 Day Bank Strike Begins Today, Services May Be Hit: All You Need to Know",Vidya Raja,https://www.thebetterindia.com/143403/2-day-public-bank-strike-from-today/
Toughest Race in the World:Meet the Indians Who’ve Conquered the Ultraman Challenge,Rayomand Engineer,https://www.thebetterindia.com/143372/indian-participants-ultraman-endurance/
Want Your Kids to Be Responsible Internet Users? Join the #SummerWithGoogle Camp!,Tanvi Patel,https://www.thebetterindia.com/143393/kids-summer-with-google/
IIT Scientists Create Artificial Membrane That Mimics Fish Scales To Clean Oil Spills!,Guest Contributor,https://www.thebetterindia.com/143367/iit-scientists-create-artificial-membrane-that-mimics-fish-scales-to-clean-oil-spills/
How Pune’s Parubai Went from Picking Waste To Starring in Award-Winning Films!,Jovita Aranha,https://www.thebetterindia.com/143384/parubai-pune-waste-picker-films/
"This Mother’s Day, These Moms Did Something Special for Underprivileged Kids",Lekshmi Priya S,https://www.thebetterindia.com/143270/mothers-day-unlock-potential-sevenseas-moms-underprivileged-kids/
"At Just 12, Maharashtra’s Youngest International Master is Making India Proud!",Tanvi Patel,https://www.thebetterindia.com/143358/maharashtra-international-chess-master/
"Once Tobacco Farmers, This Karnataka Couple Now Grows 15 Kinds of Ladies Finger",Lekshmi Priya S,https://www.thebetterindia.com/143251/sahaja-samrudha-shankar-roopa-15-varieties-ladies-finger-hittne-hebbagilu-periyapatna/
Here’s How NGOs Can Enlist for Foreign Funding Under FCRA,LawRato,https://www.thebetterindia.com/143922/ngo-india-foreign-funding-foreign-contribution-regulation-act/
"Here’s What Centre & State Govts Can Do To Cut Fuel Prices, According to Experts!",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143328/petrol-diesel-centre-state-government-fuel-prices-experts/
CBSE Results Declared: 4 Toppers Score an Amazing 499 out of 500,Anakha Arikara,https://www.thebetterindia.com/143323/cbse-result-2018-exam-topper/
"Gujarat Auto Driver’s Daughter Scores 98.3% in Boards, Wants to Become Doctor!",Vidya Raja,https://www.thebetterindia.com/143319/hard-work-pays-off-auto-drivers-daughter-aafreen-shaikh-scores-98-percentile-in-gseb-ssc-exams/
"‘Colonel’ Nizamuddin, the Forgotten Driver Who Took 3 Bullets to Save Netaji Bose",Sanchari Pal,https://www.thebetterindia.com/143203/colonel-nizamuddin-driver-subhash-chandra-bose/
Want to Know If WL/RAC Ticket Will Get Confirmed? IRCTC Will Predict It for You!,Rayomand Engineer,https://www.thebetterindia.com/143290/irctc-ticket-prediction-percentage/
IRCTC Website Revamped: 8 Awesome New Features That Will Make Train Travel Easier!,Rayomand Engineer,https://www.thebetterindia.com/143291/irctc-website-8-new-features/
"Village Head Champions Menstrual Hygiene, Turns Padman To Help Girls Finish School!",Tanvi Patel,https://www.thebetterindia.com/143287/up-menstruation-padman-school/
"Bengaluru Biologist Scripts History, Becomes 1st Indian to Win Prestigious Linnean Medal",Ahmed Sherrif,https://www.thebetterindia.com/143292/bengaluru-biologist-history-first-indian-win-linnean-medal/
"Elderly Sikh Wakes Up Muslim Neighbours For Sehri, Becomes Mascot of Harmony!",Jovita Aranha,https://www.thebetterindia.com/143279/sikh-elderly-video-viral/
In Pics: The Nature-Loving Tribe That Fought To Save Their Sacred Peak & Succeeded!,Guest Contributor,https://www.thebetterindia.com/142910/dongria-tribe-odisha-mountain-environment/
Meet the Mountain Man Who Started Rescuing Trekkers When He Was Just 13!,Vidya Raja,https://www.thebetterindia.com/143259/the-mountain-man-meet-chhape-ram-negi-who-rescues-people-in-valley-of-death/
Here’s Why This Shop in a Remote Village is an Emblem for Women’s Rights,Sanket Jain,https://www.thebetterindia.com/142988/shop-in-remote-village-emblem-for-womens-rights/
Zorawar Chand Bakshi: The Wartime Hero Who Was India’s Most Decorated General,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143243/zorawar-chand-bakshi-army-india-most-decorated-general/
6200 Innovative ‘Farm-Pools’ Bring Relief to Maharashtra’s Drought-Prone Yavatmal!,Tanvi Patel,https://www.thebetterindia.com/143223/farm-pools-maharashtra-drought/
"Collector Offers Doctors Free Stay, If They Treat Karjat’s Patients on Weekends",Jovita Aranha,https://www.thebetterindia.com/143238/collector-doctors-free-stay/
"Soon, Get Your Food Delivered Via Drones, Thanks to This Lucknow Start-Up!",Rayomand Engineer,https://www.thebetterindia.com/143225/drone-food-delivery-online-kaka-lucknow/
IIT Scientists Develop Novel Nano-Composite That Can Clean Polluted Air!,Guest Contributor,https://www.thebetterindia.com/143207/iit-scientists-develop-nano-composite-clean-polluted-air/
"Love for Strays Makes UK Couple Spend over ₹ 2 Crores, Stay in India for 10 Years!",Rayomand Engineer,https://www.thebetterindia.com/143128/street-dog-watch-kerala-india/
"Made of Bamboo & Recycled Plastic, This Hyderabad Building Costs Just ₹8 Lakh!",Lekshmi Priya S,https://www.thebetterindia.com/143206/hyderabad-office-recycled-plastic-waste-bamboo-bamboo-house-india/
"One Nation, One Election: Are Simultaneous Polls a Good or Bad Idea for India?",Vidya Raja,https://www.thebetterindia.com/143182/one-nation-one-election-simultaneous-polls-good-or-bad/
"Odisha Tea Vendor Spends Half His Income to Educate, Feed Slum Kids!",Tanvi Patel,https://www.thebetterindia.com/143184/odisha-tea-vendor-educate-slum-kids/
Remembering the Forgotten Scientist Who Fought For Freedom & For Science!,Ahmed Sherrif,https://www.thebetterindia.com/143176/forgotten-indian-scientist-who-fought-for-freedom-and-for-science/
Sudha Balakrishnan Appointed as RBI’s First Ever CFO: Here’s Why It’s A Big Deal,Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143167/sudha-balakrishnan-rbi-cfo/
"Born Without Hands, Daughter of Auto Driver Aces Boards By Writing With Feet!",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143160/jebin-assam-kousar-no-feet-matriculation-first-division/
"Delhi Bus Driver’s Son Scores 97%, Among Toppers in CBSE 12th Science Stream!",Vidya Raja,https://www.thebetterindia.com/143120/this-delhi-bus-drivers-son-prince-kumar-is-among-cbse-toppers/
"After Husband’s Demise, Gritty MP Woman Works as Porter To Raise Her 3 Kids!",Tanvi Patel,https://www.thebetterindia.com/143147/husband-mp-woman-porter-railway/
India’s First Hybrid 14-Lane Highway Inaugurated: 8 Remarkable Facts,Rayomand Engineer,https://www.thebetterindia.com/143140/delhi-meerut-14-lane-expressway-remarkable-facts/
Demise of Father & Poverty Couldn’t Stop This Girl From Scoring 92.5% in CBSE Exam!,Vidya Raja,https://www.thebetterindia.com/143110/gurugram-cbse-class-12-student-scores-92-5-despite-lack-of-resources-and-fathers-death/
Quick-Thinking Kerala Pilot Diverts Flight to Save Baby of Biscuit Factory Worker!,Lekshmi Priya S,https://www.thebetterindia.com/143115/quick-thinking-kerala-pilot-air-asia-saves-baby-biscuit-factory-worker/
"This June, Sikkim Will Host World’s Highest Mountain Biking Race!",Rayomand Engineer,https://www.thebetterindia.com/143102/epic-17000-mountain-biking-race-sikkim/
"India Set to Overtake Japan, Will Have Asia’s 2nd Largest Power Capacity in 2018!",Rinchen Norbu Wangchuk,https://www.thebetterindia.com/143097/india-overtake-japan-asia-power-capacity-2018/
"With Their Unique Handmade Traditions, These 15 Little-Known Villages Are a Must-Visit!",Lekshmi Priya S,https://www.thebetterindia.com/143044/lesser-known-unique-handicrafts-handlooms-india-villages/
3 Indians Play Key Role in Building World’s 1st Wireless Insect-Sized Drone!,Ahmed Sherrif,https://www.thebetterindia.com/143072/3-indians-play-key-role-in-building-worlds-1st-wireless-insect-sized-drone/
Mumbai Couple Serves Free Meals to 50 Destitute & Abandoned Senior Citizens,Jovita Aranha,https://www.thebetterindia.com/143068/mumbai-couple-free-meals/
Thrissur Techies Develop App That Lets You Sell & Buy Surplus Homegrown Veggies!,Lekshmi Priya S,https://www.thebetterindia.com/143052/g-store-app-thrissur-buy-sell-surplus-homegrown-veggies/
